h1 7.511861561616799d-1
h2 5.10801d-5
he3 2.64535d-5
he4 2.48529d-1
li7 2.94997d-9
be7 9.99632d-51
b8 9.99632d-51
c12 2.51893d-5
c13 3.03204d-7
n13 9.99632d-51
n14 7.43642d-6
n15 2.9368d-8
o16 1.23048d-4
o17 2.49826d-8
o18 1.39296d-7
f19 5.43985d-9
ne20 3.51878d-5
ne21 4.49469d-8
ne22 1.41804d-6
na22 9.99632d-51
na23 3.15182d-7
mg24 1.1885d-5
mg25 7.82632d-7
mg26 8.97613d-7
al26 9.99632d-51
al27 6.00064d-7
