       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            51        0.8000        0.2000       102            2.1000        8.1600        0.0600       175          -10.0000        5.6600        0.0900

       logQ = logRho - 2*logT + 12
      -10.000000

 logT logPgas   lpp_H  lpp_He   lpp_C   lpp_N   lpp_O  lpp_Ne  lpp_Mg  lpp_Si  lpp_Fe     Z_H    Z_He     Z_C     Z_N     Z_O    Z_Ne    Z_Mg    Z_Si    Z_Fe     f_H    f_He     f_C     f_N     f_O    f_Ne    f_Mg    f_Si    f_Fe
 4.20  -0.400  -0.711 -51.216  -3.154  -3.734  -2.834  -3.620  -4.062  -3.904  -4.169   1.000   1.000   1.997   1.964   1.617   5.568   2.000   2.825   2.819   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.26  -0.160  -0.472 -50.977  -2.914  -3.495  -2.595  -3.381  -3.823  -3.665  -3.930   1.000   1.000   2.009   1.998   1.973   6.343   2.000   3.002   2.985   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.32   0.080  -0.233 -50.738  -2.675  -3.255  -2.355  -3.142  -3.583  -3.426  -3.691   1.000   1.003   2.280   2.039   2.001   7.983   2.000   3.308   3.016   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.38   0.320   0.007 -50.499  -2.436  -3.016  -2.116  -2.902  -3.344  -3.187  -3.451   1.000   1.094   2.908   2.501   2.097   8.000   2.000   3.902   3.417   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.44   0.560   0.245 -50.260  -2.197  -2.777  -1.878  -2.664  -3.105  -2.948  -3.213   1.000   1.715   3.028   2.941   2.729   8.000   2.001   3.992   3.948   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.50   0.800   0.485 -50.021  -1.958  -2.538  -1.638  -2.424  -2.866  -2.709  -2.973   1.000   1.975   3.492   3.026   2.980   8.000   2.036   3.999   4.040   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.56   1.040   0.724 -49.781  -1.719  -2.299  -1.399  -2.185  -2.627  -2.469  -2.734   1.000   1.998   3.944   3.513   3.080   8.000   2.574   4.000   4.565   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.62   1.280   0.963 -49.542  -1.480  -2.060  -1.160  -1.946  -2.388  -2.230  -2.495   1.000   2.000   3.995   3.972   3.640   8.000   2.970   4.000   4.978   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.68   1.520   1.202 -49.303  -1.240  -1.821  -0.921  -1.707  -2.149  -1.991  -2.256   1.000   2.000   3.999   4.323   3.997   8.000   3.081   4.000   5.351   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.74   1.760   1.441 -49.064  -1.001  -1.582  -0.682  -1.468  -1.910  -1.752  -2.017   1.000   2.000   4.000   4.894   4.532   8.000   3.694   4.000   5.933   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.80   2.000   1.680 -48.825  -0.762  -1.342  -0.443  -1.229  -1.670  -1.513  -1.778   1.000   2.000   4.000   4.990   5.011   8.000   4.002   4.004   6.385   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.86   2.240   1.919 -48.586  -0.523  -1.103  -0.204  -0.990  -1.431  -1.274  -1.539   1.000   2.000   4.000   4.999   5.562   8.000   4.409   4.136   6.941   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.92   2.480   2.159 -48.347  -0.284  -0.864   0.036  -0.750  -1.192  -1.035  -1.300   1.000   2.000   4.000   5.000   5.948   8.000   5.000   4.805   7.367   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.98   2.720   2.398 -48.107  -0.044  -0.624   0.275  -0.511  -0.952  -0.795  -1.060   1.000   2.000   4.000   5.000   5.994   8.000   5.692   5.118   7.900   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.04   2.960   2.638 -47.867   0.196  -0.385   0.515  -0.271  -0.713  -0.555  -0.820   1.000   2.000   4.000   5.000   5.999   8.000   6.119   5.767   8.374   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.10   3.200   2.878 -47.627   0.435  -0.145   0.755  -0.031  -0.473  -0.315  -0.580   1.000   2.000   4.000   5.000   6.000   8.000   6.766   6.197   9.108   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.16   3.440   3.118 -47.387   0.675   0.095   0.995   0.209  -0.233  -0.075  -0.340   1.000   2.000   4.000   5.000   6.000   8.000   7.235   6.986   9.914   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.22   3.680   3.357 -47.148   0.915   0.335   1.235   0.449   0.007   0.164  -0.101   1.000   2.000   4.007   5.000   6.000   8.000   8.229   7.837  11.063   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.28   3.920   3.597 -46.908   1.155   0.574   1.474   0.688   0.246   0.404   0.139   1.000   2.000   4.173   5.000   6.000   8.000   9.099   8.450  12.233   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.34   4.160   3.836 -46.669   1.394   0.814   1.714   0.927   0.486   0.643   0.378   1.000   2.000   4.792   5.001   6.000   8.000   9.769   9.086  13.147   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.40   4.400   4.076 -46.429   1.633   1.053   1.953   1.167   0.725   0.883   0.618   1.000   2.000   5.085   5.026   6.000   8.000   9.972  10.219  14.655   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.46   4.640   4.315 -46.190   1.873   1.293   2.192   1.406   0.964   1.122   0.857   1.000   2.000   5.641   5.372   6.000   8.078   9.996  11.245  15.627   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.52   4.880   4.554 -45.951   2.112   1.532   2.431   1.645   1.204   1.361   1.096   1.000   2.000   5.949   5.930   6.012   9.803   9.999  11.850  15.950   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.58   5.120   4.794 -45.711   2.351   1.771   2.671   1.885   1.443   1.601   1.336   1.000   2.000   5.993   6.373   6.215   9.998  10.000  11.980  15.993   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.64   5.360   5.033 -45.472   2.590   2.010   2.910   2.124   1.682   1.840   1.575   1.000   2.000   5.999   6.874   6.832  10.000  10.000  11.997  15.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.70   5.600   5.272 -45.233   2.830   2.249   3.149   2.363   1.921   2.079   1.814   1.000   2.000   6.000   6.982   7.309  10.000  10.000  11.999  16.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.76   5.840   5.511 -44.994   3.069   2.489   3.388   2.602   2.160   2.318   2.053   1.000   2.000   6.000   6.997   7.843  10.000  10.000  12.000  16.024   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.82   6.080   5.751 -44.754   3.308   2.728   3.628   2.842   2.400   2.558   2.293   1.000   2.000   6.000   6.999   7.977  10.000  10.000  12.000  16.360   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.88   6.320   5.991 -44.514   3.548   2.968   3.868   3.082   2.640   2.798   2.533   1.000   2.000   6.000   7.000   7.996  10.000  10.001  12.000  17.191   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.94   6.560   6.231 -44.274   3.788   3.208   4.108   3.322   2.880   3.038   2.773   1.000   2.000   6.000   7.000   7.999  10.000  10.031  12.000  18.261   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.00   6.800   6.471 -44.035   4.028   3.448   4.348   3.562   3.120   3.277   3.013   1.000   2.000   6.000   7.000   8.000  10.000  10.355  12.000  20.080   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.06   7.040   6.710 -43.795   4.268   3.688   4.588   3.802   3.360   3.517   3.252   1.000   2.000   6.000   7.000   8.000  10.000  11.024  12.007  21.392   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.12   7.280   6.950 -43.555   4.508   3.928   4.827   4.041   3.600   3.757   3.492   1.000   2.000   6.000   7.000   8.000  10.000  11.664  12.114  23.373   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.18   7.520   7.190 -43.315   4.748   4.167   5.067   4.281   3.839   3.997   3.732   1.000   2.000   6.000   7.000   8.000  10.000  11.940  12.679  23.890   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.24   7.760   7.430 -43.075   4.988   4.407   5.307   4.521   4.079   4.237   3.972   1.000   2.000   6.000   7.000   8.000  10.000  11.989  13.385  23.981   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.30   8.000   7.670 -42.835   5.227   4.647   5.547   4.761   4.319   4.477   4.212   1.000   2.000   6.000   7.000   8.000  10.000  11.998  13.861  23.996   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.36   8.240   7.910 -42.595   5.467   4.887   5.787   5.001   4.559   4.717   4.452   1.000   2.000   6.000   7.000   8.000  10.000  11.999  13.974  23.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.42   8.480   8.150 -42.355   5.707   5.127   6.027   5.241   4.799   4.957   4.692   1.000   2.000   6.000   7.000   8.000  10.000  12.000  13.994  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.48   8.720   8.390 -42.115   5.947   5.367   6.267   5.481   5.039   5.197   4.932   1.000   2.000   6.000   7.000   8.000  10.000  12.000  13.998  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.54   8.960   8.630 -41.875   6.187   5.607   6.507   5.721   5.279   5.437   5.172   1.000   2.000   6.000   7.000   8.000  10.000  12.000  13.999  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.60   9.200   8.870 -41.635   6.427   5.847   6.747   5.961   5.519   5.677   5.412   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.66   9.440   9.110 -41.395   6.667   6.087   6.987   6.201   5.759   5.917   5.652   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.008   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.72   9.680   9.350 -41.155   6.907   6.327   7.227   6.441   5.999   6.157   5.892   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.102   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.78   9.920   9.590 -40.915   7.147   6.567   7.467   6.681   6.239   6.397   6.132   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.616   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.84  10.160   9.830 -40.675   7.387   6.807   7.707   6.921   6.479   6.637   6.372   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.404   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.90  10.400  10.070 -40.435   7.627   7.047   7.947   7.161   6.719   6.877   6.612   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.848   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.96  10.640  10.310 -40.195   7.867   7.287   8.187   7.401   6.959   7.117   6.852   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.964   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.02  10.880  10.550 -39.955   8.107   7.527   8.427   7.641   7.199   7.357   7.092   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.990   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.08  11.120  10.790 -39.715   8.347   7.767   8.667   7.881   7.439   7.597   7.332   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.997   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.14  11.360  11.030 -39.475   8.587   8.007   8.907   8.121   7.679   7.837   7.572   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.20  11.600  11.270 -39.235   8.827   8.247   9.147   8.361   7.919   8.077   7.812   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.26  11.840  11.510 -38.995   9.067   8.487   9.387   8.601   8.159   8.317   8.052   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.32  12.080  11.750 -38.755   9.307   8.727   9.627   8.841   8.399   8.557   8.292   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.38  12.320  11.990 -38.515   9.547   8.967   9.867   9.081   8.639   8.797   8.532   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.44  12.560  12.230 -38.275   9.787   9.207  10.107   9.321   8.879   9.037   8.772   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.50  12.800  12.470 -38.035  10.027   9.447  10.347   9.561   9.119   9.277   9.012   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.56  13.040  12.710 -37.795  10.267   9.687  10.587   9.801   9.359   9.517   9.252   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.62  13.280  12.950 -37.555  10.507   9.927  10.827  10.041   9.599   9.757   9.492   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.68  13.520  13.190 -37.315  10.747  10.167  11.067  10.281   9.839   9.997   9.732   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.74  13.760  13.430 -37.075  10.987  10.407  11.307  10.521  10.079  10.237   9.972   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.80  14.000  13.670 -36.835  11.227  10.647  11.547  10.761  10.319  10.477  10.212   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.86  14.240  13.910 -36.595  11.467  10.887  11.787  11.001  10.559  10.717  10.452   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.92  14.480  14.150 -36.355  11.707  11.127  12.027  11.241  10.799  10.957  10.692   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.98  14.720  14.390 -36.115  11.947  11.367  12.267  11.481  11.039  11.197  10.932   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 8.04  14.960  14.630 -35.875  12.187  11.607  12.507  11.721  11.279  11.437  11.172   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 8.10  15.200  14.870 -35.635  12.427  11.847  12.747  11.961  11.519  11.677  11.412   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 8.16  15.440  15.110 -35.395  12.667  12.087  12.987  12.201  11.759  11.917  11.652   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 

       logQ = logRho - 2*logT + 12
       -9.910000

 logT logPgas   lpp_H  lpp_He   lpp_C   lpp_N   lpp_O  lpp_Ne  lpp_Mg  lpp_Si  lpp_Fe     Z_H    Z_He     Z_C     Z_N     Z_O    Z_Ne    Z_Mg    Z_Si    Z_Fe     f_H    f_He     f_C     f_N     f_O    f_Ne    f_Mg    f_Si    f_Fe
 2.10  -8.075  -8.082 -58.587 -10.524 -11.104 -10.205 -10.991 -11.433 -11.275 -11.540   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.16  -7.895  -7.902 -58.407 -10.344 -10.924 -10.025 -10.811 -11.253 -11.095 -11.360   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.22  -7.715  -7.722 -58.227 -10.164 -10.744  -9.845 -10.631 -11.073 -10.915 -11.180   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.28  -7.535  -7.542 -58.047  -9.984 -10.564  -9.665 -10.451 -10.893 -10.735 -11.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.34  -7.355  -7.362 -57.867  -9.804 -10.384  -9.485 -10.271 -10.713 -10.555 -10.820   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.40  -7.175  -7.182 -57.687  -9.624 -10.204  -9.305 -10.091 -10.533 -10.375 -10.640   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
