       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            51        0.6000        0.2000       102            2.1000        8.1600        0.0600       175          -10.0000        5.6600        0.0900

       logQ = logRho - 2*logT + 12
      -10.000000

 logT logPgas   lpp_H  lpp_He   lpp_C   lpp_N   lpp_O  lpp_Ne  lpp_Mg  lpp_Si  lpp_Fe     Z_H    Z_He     Z_C     Z_N     Z_O    Z_Ne    Z_Mg    Z_Si    Z_Fe     f_H    f_He     f_C     f_N     f_O    f_Ne    f_Mg    f_Si    f_Fe
 2.70  -6.400  -6.443  -7.522  -8.760  -9.340  -8.441  -9.227  -9.668  -9.511  -9.776   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.76  -6.160  -6.203  -7.282  -8.520  -9.100  -8.201  -8.987  -9.428  -9.271  -9.536   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.82  -5.920  -5.963  -7.042  -8.280  -8.860  -7.961  -8.747  -9.188  -9.031  -9.296   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.88  -5.680  -5.723  -6.802  -8.040  -8.620  -7.721  -8.507  -8.948  -8.791  -9.056   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.94  -5.440  -5.483  -6.562  -7.800  -8.380  -7.481  -8.267  -8.708  -8.551  -8.816   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.00  -5.200  -5.243  -6.322  -7.560  -8.140  -7.241  -8.027  -8.468  -8.311  -8.576   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.06  -4.960  -5.003  -6.082  -7.320  -7.900  -7.001  -7.787  -8.228  -8.071  -8.336   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.12  -4.720  -4.763  -5.842  -7.080  -7.660  -6.761  -7.547  -7.988  -7.831  -8.096   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.18  -4.480  -4.523  -5.602  -6.840  -7.420  -6.521  -7.307  -7.748  -7.591  -7.856   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.24  -4.240  -4.283  -5.362  -6.600  -7.180  -6.281  -7.067  -7.508  -7.351  -7.616   0.000   0.000   0.000   0.000   0.000   0.000   0.001   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   0.999   1.000   1.000
 3.30  -4.000  -4.043  -5.122  -6.360  -6.940  -6.041  -6.827  -7.268  -7.111  -7.376   0.000   0.000   0.000   0.000   0.000   0.000   0.014   0.000   0.002   1.000   1.000   1.000   1.000   1.000   1.000   0.986   1.000   0.998
 3.36  -3.760  -3.803  -4.882  -6.120  -6.700  -5.801  -6.587  -7.028  -6.871  -7.136   0.000   0.000   0.000   0.000   0.000   0.000   0.191   0.006   0.037   1.000   1.000   1.000   1.000   1.000   1.000   0.809   0.994   0.963
 3.42  -3.520  -3.563  -4.642  -5.880  -6.461  -5.561  -6.347  -6.789  -6.631  -6.896   0.000   0.000   0.000   0.000   0.000   0.000   0.823   0.143   0.474   1.000   1.000   1.000   1.000   1.000   1.000   0.177   0.857   0.526
 3.48  -3.280  -3.323  -4.402  -5.641  -6.221  -5.321  -6.107  -6.549  -6.391  -6.656   0.000   0.000   0.000   0.000   0.000   0.000   0.993   0.867   0.968   1.000   1.000   1.000   1.000   1.000   1.000   0.007   0.133   0.032
 3.54  -3.040  -3.083  -4.163  -5.401  -5.981  -5.081  -5.867  -6.309  -6.152  -6.416   0.000   0.000   0.008   0.000   0.000   0.000   1.000   0.996   0.999   1.000   1.000   0.992   1.000   1.000   1.000   0.000   0.004   0.001
 3.60  -2.800  -2.844  -3.923  -5.162  -5.742  -4.842  -5.628  -6.070  -5.912  -6.177   0.000   0.000   0.313   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   0.687   1.000   1.000   1.000   0.000   0.000   0.000
 3.66  -2.560  -2.609  -3.688  -4.927  -5.507  -4.607  -5.393  -5.835  -5.678  -5.942   0.011   0.000   0.850   0.005   0.009   0.000   1.000   1.000   1.000   0.989   1.000   0.150   0.995   0.991   1.000   0.000   0.000   0.000
 3.72  -2.320  -2.407  -3.486  -4.725  -5.305  -4.405  -5.191  -5.633  -5.475  -5.740   0.111   0.000   0.967   0.066   0.096   0.000   1.005   1.000   1.001   0.889   1.000   0.033   0.934   0.904   1.000   0.000   0.000   0.000
 3.78  -2.080  -2.309  -3.388  -4.626  -5.207  -4.307  -5.093  -5.535  -5.377  -5.642   0.578   0.000   0.994   0.504   0.539   0.000   1.079   1.002   1.015   0.422   1.000   0.006   0.496   0.461   1.000   0.000   0.000   0.000
 3.84  -1.840  -2.158  -3.238  -4.476  -5.056  -4.156  -4.942  -5.384  -5.227  -5.492   0.960   0.000   0.999   0.958   0.954   0.000   1.685   1.074   1.337   0.040   1.000   0.001   0.042   0.046   1.000   0.000   0.000   0.000
 3.90  -1.600  -1.926  -3.006  -4.244  -4.824  -3.924  -4.710  -5.152  -4.995  -5.259   0.997   0.000   1.000   0.998   0.997   0.054   1.978   1.688   1.931   0.003   1.000   0.000   0.002   0.003   0.954   0.000   0.000   0.000
 3.96  -1.360  -1.688  -2.767  -4.005  -4.585  -3.686  -4.472  -4.913  -4.756  -5.021   1.000   0.013   1.001   1.000   1.000   1.802   1.998   1.975   1.996   0.000   0.987   0.000   0.000   0.000   0.060   0.000   0.000   0.000
 4.02  -1.120  -1.454  -2.533  -3.772  -4.352  -3.452  -4.238  -4.680  -4.522  -4.787   1.000   0.371   1.058   1.001   1.000   2.568   2.000   1.998   2.000   0.000   0.629   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.08  -0.880  -1.224  -2.303  -3.542  -4.122  -3.222  -4.008  -4.450  -4.292  -4.557   1.000   0.940   1.616   1.040   1.001   2.967   2.000   2.003   2.005   0.000   0.060   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.14  -0.640  -0.986  -2.065  -3.303  -3.884  -2.984  -3.770  -4.212  -4.054  -4.319   1.000   0.996   1.964   1.574   1.042   3.550   2.000   2.133   2.167   0.000   0.004   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.20  -0.400  -0.748  -1.827  -3.066  -3.646  -2.746  -3.532  -3.974  -3.816  -4.081   1.000   1.000   1.997   1.964   1.616   5.567   2.000   2.824   2.818   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.26  -0.160  -0.509  -1.588  -2.827  -3.407  -2.507  -3.293  -3.735  -3.577  -3.842   1.000   1.000   2.009   1.998   1.973   6.341   2.000   3.002   2.985   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.32   0.080  -0.270  -1.349  -2.588  -3.168  -2.268  -3.054  -3.496  -3.338  -3.603   1.000   1.003   2.279   2.039   2.001   7.983   2.000   3.307   3.016   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.38   0.320  -0.032  -1.112  -2.350  -2.930  -2.030  -2.816  -3.258  -3.101  -3.366   1.000   1.093   2.907   2.500   2.096   8.000   2.000   3.901   3.416   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.44   0.560   0.196  -0.883  -2.121  -2.701  -1.802  -2.588  -3.030  -2.872  -3.137   1.000   1.709   3.027   2.939   2.723   8.000   2.001   3.992   3.946   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.50   0.800   0.431  -0.648  -1.886  -2.467  -1.567  -2.353  -2.795  -2.637  -2.902   1.000   1.974   3.483   3.025   2.979   8.000   2.035   3.999   4.039   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.56   1.040   0.670  -0.409  -1.647  -2.228  -1.328  -2.114  -2.556  -2.398  -2.663   1.000   1.998   3.942   3.504   3.077   8.000   2.565   4.000   4.556   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.62   1.280   0.909  -0.170  -1.409  -1.989  -1.089  -1.875  -2.317  -2.159  -2.424   1.000   2.000   3.995   3.969   3.631   8.000   2.968   4.000   4.975   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.68   1.520   1.148   0.069  -1.170  -1.750  -0.850  -1.636  -2.078  -1.920  -2.185   1.000   2.000   3.999   4.315   3.994   8.000   3.078   4.000   5.342   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.74   1.760   1.387   0.308  -0.931  -1.511  -0.611  -1.397  -1.839  -1.681  -1.946   1.000   2.000   4.000   4.890   4.522   8.000   3.686   4.000   5.929   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.80   2.000   1.626   0.547  -0.692  -1.272  -0.372  -1.158  -1.600  -1.442  -1.707   1.000   2.000   4.000   4.990   5.007   8.000   4.000   4.004   6.375   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.86   2.240   1.865   0.785  -0.453  -1.033  -0.133  -0.919  -1.361  -1.204  -1.469   1.000   2.000   4.000   4.999   5.552   8.000   4.400   4.132   6.937   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.92   2.480   2.104   1.024  -0.214  -0.794   0.106  -0.680  -1.122  -0.965  -1.229   1.000   2.000   4.000   5.000   5.946   8.000   4.994   4.799   7.358   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.98   2.720   2.343   1.264   0.026  -0.554   0.345  -0.441  -0.882  -0.725  -0.990   1.000   2.000   4.000   5.000   5.994   8.000   5.683   5.113   7.895   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.04   2.960   2.583   1.504   0.266  -0.315   0.585  -0.201  -0.643  -0.485  -0.750   1.000   2.000   4.000   5.000   5.999   8.000   6.113   5.759   8.364   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.10   3.200   2.823   1.744   0.505  -0.075   0.825   0.039  -0.403  -0.245  -0.510   1.000   2.000   4.000   5.000   6.000   8.000   6.758   6.189   9.099   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.16   3.440   3.063   1.984   0.745   0.165   1.065   0.279  -0.163  -0.005  -0.270   1.000   2.000   4.000   5.000   6.000   8.000   7.226   6.974   9.903   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.22   3.680   3.302   2.223   0.985   0.405   1.304   0.518   0.077   0.234  -0.031   1.000   2.000   4.007   5.000   6.000   8.000   8.212   7.829  11.041   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.28   3.920   3.542   2.463   1.224   0.644   1.544   0.758   0.316   0.474   0.209   1.000   2.000   4.168   5.000   6.000   8.000   9.089   8.439  12.220   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.34   4.160   3.781   2.702   1.464   0.883   1.783   0.997   0.555   0.713   0.448   1.000   2.000   4.785   5.001   6.000   8.000   9.762   9.077  13.132   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.40   4.400   4.021   2.941   1.703   1.123   2.023   1.237   0.795   0.952   0.688   1.000   2.000   5.080   5.025   6.000   8.000   9.970  10.197  14.634   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.46   4.640   4.260   3.181   1.942   1.362   2.262   1.476   1.034   1.192   0.927   1.000   2.000   5.632   5.363   6.000   8.073   9.996  11.233  15.617   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.52   4.880   4.499   3.420   2.181   1.601   2.501   1.715   1.273   1.431   1.166   1.000   2.000   5.947   5.925   6.011   9.788   9.999  11.844  15.948   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.58   5.120   4.738   3.659   2.421   1.840   2.740   1.954   1.512   1.670   1.405   1.000   2.000   5.993   6.363   6.209   9.998  10.000  11.979  15.993   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.64   5.360   4.977   3.898   2.659   2.079   2.979   2.193   1.751   1.909   1.644   1.000   2.000   5.999   6.870   6.824  10.000  10.000  11.997  15.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.70   5.600   5.216   4.137   2.898   2.318   3.218   2.432   1.990   2.148   1.883   1.000   2.000   6.000   6.982   7.299  10.000  10.000  11.999  16.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.76   5.840   5.455   4.376   3.138   2.557   3.457   2.671   2.229   2.387   2.122   1.000   2.000   6.000   6.997   7.837  10.000  10.000  12.000  16.023   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.82   6.080   5.695   4.616   3.377   2.797   3.697   2.911   2.469   2.627   2.362   1.000   2.000   6.000   6.999   7.976  10.000  10.000  12.000  16.350   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.88   6.320   5.935   4.856   3.617   3.037   3.937   3.151   2.709   2.867   2.602   1.000   2.000   6.000   7.000   7.996  10.000  10.001  12.000  17.177   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 5.94   6.560   6.175   5.095   3.857   3.277   4.177   3.391   2.949   3.106   2.841   1.000   2.000   6.000   7.000   7.999  10.000  10.030  12.000  18.236   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.00   6.800   6.414   5.335   4.097   3.517   4.416   3.630   3.189   3.346   3.081   1.000   2.000   6.000   7.000   8.000  10.000  10.345  12.000  20.059   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.06   7.040   6.654   5.575   4.337   3.756   4.656   3.870   3.428   3.586   3.321   1.000   2.000   6.000   7.000   8.000  10.000  11.013  12.006  21.357   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.12   7.280   6.894   5.815   4.576   3.996   4.896   4.110   3.668   3.826   3.561   1.000   2.000   6.000   7.000   8.000  10.000  11.655  12.110  23.354   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.18   7.520   7.134   6.055   4.816   4.236   5.136   4.350   3.908   4.066   3.801   1.000   2.000   6.000   7.000   8.000  10.000  11.938  12.667  23.885   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.24   7.760   7.374   6.295   5.056   4.476   5.376   4.590   4.148   4.306   4.041   1.000   2.000   6.000   7.000   8.000  10.000  11.988  13.373  23.980   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.30   8.000   7.614   6.534   5.296   4.716   5.616   4.830   4.388   4.545   4.280   1.000   2.000   6.000   7.000   8.000  10.000  11.997  13.856  23.996   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.36   8.240   7.854   6.774   5.536   4.956   5.856   5.070   4.628   4.785   4.520   1.000   2.000   6.000   7.000   8.000  10.000  11.999  13.973  23.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.42   8.480   8.094   7.014   5.776   5.196   6.096   5.310   4.868   5.025   4.760   1.000   2.000   6.000   7.000   8.000  10.000  12.000  13.994  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.48   8.720   8.334   7.254   6.016   5.436   6.336   5.550   5.108   5.265   5.000   1.000   2.000   6.000   7.000   8.000  10.000  12.000  13.998  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.54   8.960   8.574   7.494   6.256   5.676   6.576   5.790   5.348   5.505   5.240   1.000   2.000   6.000   7.000   8.000  10.000  12.000  13.999  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.60   9.200   8.814   7.734   6.496   5.916   6.816   6.030   5.588   5.745   5.480   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.66   9.440   9.054   7.974   6.736   6.156   7.056   6.270   5.828   5.985   5.720   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.007   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.72   9.680   9.294   8.214   6.976   6.396   7.296   6.510   6.068   6.225   5.960   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.099   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.78   9.920   9.534   8.454   7.216   6.636   7.536   6.750   6.308   6.465   6.200   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  24.602   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.84  10.160   9.773   8.694   7.456   6.876   7.776   6.989   6.548   6.705   6.440   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.390   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.90  10.400  10.013   8.934   7.696   7.116   8.015   7.229   6.788   6.945   6.680   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.842   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 6.96  10.640  10.253   9.174   7.936   7.356   8.255   7.469   7.028   7.185   6.920   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.963   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.02  10.880  10.493   9.414   8.176   7.596   8.495   7.709   7.268   7.425   7.160   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.990   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.08  11.120  10.733   9.654   8.416   7.836   8.735   7.949   7.508   7.665   7.400   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.997   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.14  11.360  10.973   9.894   8.656   8.076   8.975   8.189   7.748   7.905   7.640   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.20  11.600  11.213  10.134   8.896   8.316   9.215   8.429   7.988   8.145   7.880   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  25.999   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.26  11.840  11.453  10.374   9.136   8.556   9.455   8.669   8.228   8.385   8.120   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.32  12.080  11.693  10.614   9.376   8.796   9.695   8.909   8.468   8.625   8.360   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.38  12.320  11.933  10.854   9.616   9.036   9.935   9.149   8.708   8.865   8.600   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.44  12.560  12.173  11.094   9.856   9.276  10.175   9.389   8.948   9.105   8.840   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.50  12.800  12.413  11.334  10.096   9.516  10.415   9.629   9.188   9.345   9.080   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.56  13.040  12.653  11.574  10.336   9.756  10.655   9.869   9.428   9.585   9.320   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.62  13.280  12.893  11.814  10.576   9.996  10.896  10.110   9.668   9.825   9.560   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.68  13.520  13.133  12.054  10.816  10.236  11.136  10.350   9.908  10.065   9.800   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.74  13.760  13.373  12.294  11.056  10.476  11.376  10.589  10.148  10.305  10.040   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.80  14.000  13.613  12.534  11.296  10.716  11.616  10.829  10.388  10.545  10.280   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.86  14.240  13.853  12.774  11.536  10.956  11.855  11.069  10.628  10.785  10.520   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.92  14.480  14.093  13.014  11.776  11.196  12.095  11.309  10.868  11.025  10.760   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 7.98  14.720  14.333  13.254  12.016  11.436  12.335  11.550  11.108  11.265  11.000   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 8.04  14.960  14.573  13.494  12.256  11.676  12.575  11.790  11.348  11.505  11.240   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 8.10  15.200  14.813  13.734  12.496  11.916  12.816  12.030  11.588  11.745  11.480   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 8.16  15.440  15.053  13.974  12.736  12.156  13.056  12.270  11.828  11.985  11.720   1.000   2.000   6.000   7.000   8.000  10.000  12.000  14.000  26.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 

       logQ = logRho - 2*logT + 12
       -9.910000

 logT logPgas   lpp_H  lpp_He   lpp_C   lpp_N   lpp_O  lpp_Ne  lpp_Mg  lpp_Si  lpp_Fe     Z_H    Z_He     Z_C     Z_N     Z_O    Z_Ne    Z_Mg    Z_Si    Z_Fe     f_H    f_He     f_C     f_N     f_O    f_Ne    f_Mg    f_Si    f_Fe
 2.10  -8.132  -8.174  -9.253 -10.492 -11.072 -10.172 -10.958 -11.400 -11.242 -11.507   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.16  -7.952  -7.994  -9.073 -10.312 -10.892  -9.992 -10.778 -11.220 -11.062 -11.327   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.22  -7.772  -7.814  -8.893 -10.132 -10.712  -9.812 -10.598 -11.040 -10.882 -11.147   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.28  -7.592  -7.634  -8.713  -9.952 -10.532  -9.632 -10.418 -10.860 -10.702 -10.967   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.34  -7.412  -7.454  -8.533  -9.772 -10.352  -9.452 -10.238 -10.680 -10.522 -10.787   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.40  -7.232  -7.274  -8.353  -9.592 -10.172  -9.272 -10.058 -10.500 -10.342 -10.607   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
