       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            51        0.4000        0.0000       102            2.1000        8.1600        0.0600       175          -10.0000        5.6600        0.0900

       logQ = logRho - 2*logT + 12
      -10.000000

 logT logPgas   lpp_H  lpp_He   lpp_C   lpp_N   lpp_O  lpp_Ne  lpp_Mg  lpp_Si  lpp_Fe     Z_H    Z_He     Z_C     Z_N     Z_O    Z_Ne    Z_Mg    Z_Si    Z_Fe     f_H    f_He     f_C     f_N     f_O    f_Ne    f_Mg    f_Si    f_Fe
 2.10  -8.236  -8.374  -8.800 -59.056 -59.123 -59.181 -59.278 -59.357 -59.424 -59.725   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.16  -8.056  -8.194  -8.620 -58.876 -58.943 -59.001 -59.098 -59.177 -59.244 -59.545   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.22  -7.876  -8.014  -8.440 -58.696 -58.763 -58.821 -58.918 -58.997 -59.064 -59.365   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.28  -7.696  -7.834  -8.260 -58.516 -58.583 -58.641 -58.738 -58.817 -58.884 -59.185   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.34  -7.516  -7.654  -8.080 -58.336 -58.403 -58.461 -58.558 -58.637 -58.704 -59.005   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.40  -7.336  -7.474  -7.900 -58.156 -58.223 -58.281 -58.378 -58.457 -58.524 -58.825   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.46  -7.156  -7.294  -7.720 -57.976 -58.043 -58.101 -58.198 -58.277 -58.344 -58.645   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.52  -6.976  -7.114  -7.540 -57.796 -57.863 -57.921 -58.018 -58.097 -58.164 -58.465   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.58  -6.796  -6.934  -7.360 -57.616 -57.683 -57.741 -57.838 -57.917 -57.984 -58.285   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.64  -6.616  -6.754  -7.180 -57.436 -57.503 -57.561 -57.658 -57.737 -57.804 -58.105   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.70  -6.400  -6.538  -6.964 -57.219 -57.286 -57.344 -57.441 -57.521 -57.587 -57.889   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.76  -6.160  -6.298  -6.724 -56.980 -57.047 -57.105 -57.201 -57.281 -57.347 -57.649   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.82  -5.920  -6.058  -6.484 -56.739 -56.806 -56.864 -56.961 -57.041 -57.108 -57.409   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.88  -5.680  -5.818  -6.244 -56.499 -56.566 -56.624 -56.721 -56.801 -56.867 -57.169   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.94  -5.440  -5.578  -6.004 -56.260 -56.327 -56.385 -56.481 -56.561 -56.627 -56.929   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.00  -5.200  -5.338  -5.764 -56.020 -56.087 -56.145 -56.241 -56.321 -56.388 -56.689   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.06  -4.960  -5.098  -5.524 -55.779 -55.846 -55.904 -56.001 -56.081 -56.148 -56.449   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.12  -4.720  -4.858  -5.284 -55.539 -55.606 -55.664 -55.761 -55.841 -55.907 -56.209   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 3.18  -4.480  -4.618  -5.044 -55.300 -55.367 -55.425 -55.521 -55.601 -55.667 -55.969   0.000   0.000   0.000   0.000   0.000   0.000   0.005   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   0.995   1.000   1.000
 3.24  -4.240  -4.378  -4.804 -55.059 -55.127 -55.184 -55.281 -55.361 -55.428 -55.729   0.000   0.000   0.000   0.000   0.000   0.000   0.882   0.079   0.448   1.000   1.000   1.000   1.000   1.000   1.000   0.118   0.921   0.552
 3.30  -4.000  -4.138  -4.564 -54.819 -54.886 -54.944 -55.041 -55.121 -55.188 -55.489   0.000   0.000   0.000   0.000   0.000   0.000   1.000   0.985   0.998   1.000   1.000   1.000   1.000   1.000   1.000   0.000   0.015   0.002
 3.36  -3.760  -3.898  -4.324 -54.580 -54.647 -54.705 -54.801 -54.881 -54.947 -55.249   0.000   0.000   0.000   0.000   0.000   0.000   1.000   0.999   1.000   1.000   1.000   1.000   1.000   1.000   1.000   0.000   0.001   0.000
 3.42  -3.520  -3.658  -4.084 -54.340 -54.407 -54.465 -54.561 -54.641 -54.708 -55.009   0.000   0.000   0.003   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   0.997   1.000   1.000   1.000   0.000   0.000   0.000
 3.48  -3.280  -3.418  -3.844 -54.099 -54.166 -54.224 -54.321 -54.401 -54.468 -54.769   0.000   0.000   0.031   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   0.969   1.000   1.000   1.000   0.000   0.000   0.000
 3.54  -3.040  -3.178  -3.604 -53.860 -53.926 -53.984 -54.081 -54.161 -54.227 -54.529   0.000   0.000   0.207   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   0.793   1.000   1.000   1.000   0.000   0.000   0.000
 3.60  -2.800  -2.939  -3.365 -53.620 -53.687 -53.745 -53.842 -53.921 -53.988 -54.289   0.001   0.000   0.618   0.000   0.001   0.000   1.000   1.000   1.000   0.999   1.000   0.382   1.000   0.999   1.000   0.000   0.000   0.000
 3.66  -2.560  -2.703  -3.129 -53.384 -53.451 -53.509 -53.606 -53.685 -53.752 -54.053   0.015   0.000   0.888   0.007   0.013   0.000   1.000   1.000   1.000   0.985   1.000   0.112   0.993   0.987   1.000   0.000   0.000   0.000
 3.72  -2.320  -2.496  -2.922 -53.178 -53.245 -53.303 -53.400 -53.479 -53.546 -53.847   0.126   0.000   0.971   0.076   0.109   0.000   1.006   1.000   1.001   0.874   1.000   0.029   0.924   0.891   1.000   0.000   0.000   0.000
 3.78  -2.080  -2.378  -2.803 -53.059 -53.126 -53.184 -53.281 -53.360 -53.427 -53.728   0.609   0.000   0.995   0.536   0.571   0.000   1.089   1.003   1.017   0.391   1.000   0.005   0.464   0.429   1.000   0.000   0.000   0.000
 3.84  -1.840  -2.209  -2.635 -52.891 -52.957 -53.015 -53.112 -53.191 -53.258 -53.559   0.965   0.000   0.999   0.963   0.960   0.001   1.713   1.084   1.367   0.035   1.000   0.001   0.037   0.040   0.999   0.000   0.000   0.000
 3.90  -1.600  -1.975  -2.401 -52.657 -52.723 -52.781 -52.878 -52.958 -53.025 -53.325   0.998   0.000   1.000   0.998   0.997   0.064   1.981   1.716   1.939   0.002   1.000   0.000   0.002   0.003   0.947   0.000   0.000   0.000
 3.96  -1.360  -1.737  -2.163 -52.418 -52.485 -52.543 -52.640 -52.719 -52.786 -53.087   1.000   0.015   1.002   1.000   1.000   1.844   1.999   1.978   1.996   0.000   0.985   0.000   0.000   0.000   0.048   0.000   0.000   0.000
 4.02  -1.120  -1.522  -1.948 -52.203 -52.270 -52.328 -52.425 -52.504 -52.571 -52.872   1.000   0.389   1.062   1.001   1.000   2.586   2.000   1.998   2.000   0.000   0.611   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.08  -0.880  -1.316  -1.742 -51.997 -52.064 -52.122 -52.219 -52.298 -52.365 -52.666   1.000   0.941   1.618   1.040   1.001   2.967   2.000   2.003   2.005   0.000   0.059   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.14  -0.640  -1.079  -1.505 -51.760 -51.827 -51.885 -51.982 -52.061 -52.128 -52.429   1.000   0.996   1.965   1.575   1.042   3.554   2.000   2.133   2.168   0.000   0.004   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.20  -0.400  -0.839  -1.265 -51.521 -51.587 -51.645 -51.742 -51.822 -51.889 -52.190   1.000   1.000   1.997   1.965   1.619   5.570   2.000   2.826   2.820   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.26  -0.160  -0.599  -1.025 -51.281 -51.347 -51.406 -51.502 -51.582 -51.649 -51.950   1.000   1.000   2.009   1.998   1.973   6.349   2.000   3.002   2.986   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.32   0.080  -0.359  -0.785 -51.041 -51.108 -51.166 -51.263 -51.342 -51.409 -51.710   1.000   1.003   2.282   2.040   2.001   7.983   2.000   3.310   3.016   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
 4.38   0.320  -0.125  -0.551 -50.806 -50.873 -50.931 -51.028 -51.107 -51.174 -51.475   1.000   1.094   2.908   2.501   2.097   8.000   2.000   3.902   3.417   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
