       version             X             Z     num logTs      logT min      logT max      del logT     num logQs      logQ min      logQ max      del logQ
            51        0.8000        0.0000       102            2.1000        8.1600        0.0600       175          -10.0000        5.6600        0.0900

       logQ = logRho - 2*logT + 12
      -10.000000

 logT logPgas   lpp_H  lpp_He   lpp_C   lpp_N   lpp_O  lpp_Ne  lpp_Mg  lpp_Si  lpp_Fe     Z_H    Z_He     Z_C     Z_N     Z_O    Z_Ne    Z_Mg    Z_Si    Z_Fe     f_H    f_He     f_C     f_N     f_O    f_Ne    f_Mg    f_Si    f_Fe
 2.10  -8.127  -8.153  -9.357 -59.136 -59.202 -59.260 -59.357 -59.437 -59.504 -59.805   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.16  -7.947  -7.973  -9.177 -58.956 -59.022 -59.080 -59.177 -59.257 -59.324 -59.625   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.22  -7.767  -7.793  -8.997 -58.776 -58.842 -58.900 -58.997 -59.077 -59.144 -59.445   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.28  -7.587  -7.613  -8.817 -58.596 -58.662 -58.720 -58.817 -58.897 -58.964 -59.265   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.34  -7.407  -7.433  -8.637 -58.416 -58.482 -58.540 -58.637 -58.717 -58.784 -59.085   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.40  -7.227  -7.253  -8.457 -58.236 -58.302 -58.360 -58.457 -58.537 -58.604 -58.905   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.46  -7.047  -7.073  -8.277 -58.056 -58.122 -58.180 -58.277 -58.357 -58.424 -58.725   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.52  -6.867  -6.893  -8.097 -57.876 -57.942 -58.000 -58.097 -58.177 -58.244 -58.545   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.58  -6.687  -6.713  -7.917 -57.696 -57.762 -57.820 -57.917 -57.997 -58.064 -58.365   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.64  -6.507  -6.533  -7.737 -57.516 -57.582 -57.640 -57.737 -57.817 -57.884 -58.185   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.70  -6.327  -6.353  -7.557 -57.336 -57.402 -57.460 -57.557 -57.637 -57.704 -58.005   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.76  -6.147  -6.173  -7.377 -57.156 -57.222 -57.280 -57.377 -57.457 -57.524 -57.825   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.82  -5.920  -5.946  -7.150 -56.929 -56.995 -57.053 -57.150 -57.230 -57.297 -57.598   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.88  -5.680  -5.706  -6.910 -56.689 -56.755 -56.813 -56.910 -56.990 -57.057 -57.358   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
 2.94  -5.440  -5.466  -6.670 -56.449 -56.516 -56.574 -56.670 -56.750 -56.817 -57.118   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000   1.000
